Price,Close,High,Low,Open,Volume
2024-04-22,121.69000244140625,123.41000366210938,121.20999908447266,122.76000213623047,2053100
2024-04-23,122.55999755859375,122.6500015258789,121.37000274658203,121.81999969482422,2165200
2024-04-24,122.38999938964844,123.05999755859375,120.41000366210938,121.7300033569336,1738800
2024-04-25,121.69000244140625,123.1500015258789,120.02999877929688,122.77999877929688,1768900
2024-04-26,121.73999786376953,122.88999938964844,120.52999877929688,120.52999877929688,1349900
2024-04-29,118.80999755859375,121.95999908447266,116.55999755859375,121.18000030517578,5277200
2024-04-30,118.25,119.54000091552734,117.45999908447266,118.80999755859375,2223500
2024-05-01,118.55999755859375,120.33999633789062,117.58000183105469,119.68000030517578,1929200
2024-05-02,119.77999877929688,120.66999816894531,117.80000305175781,118.91999816894531,1516100
2024-05-03,120.7300033569336,121.2699966430664,119.94999694824219,120.05000305175781,1471100
2024-05-06,120.18000030517578,121.33000183105469,119.23999786376953,121.33000183105469,1775600
2024-05-07,121.66999816894531,122.81999969482422,120.16000366210938,120.37000274658203,1808800
2024-05-08,119.56999969482422,121.0199966430664,119.4000015258789,121.0199966430664,2314300
2024-05-09,120.1500015258789,120.76000213623047,119.12000274658203,119.87000274658203,3348900
2024-05-10,121.04000091552734,121.26000213623047,119.4800033569336,120.05999755859375,2149300
2024-05-13,120.19999694824219,122.51000213623047,119.8499984741211,122.33999633789062,2231800
2024-05-14,118.87999725341797,122.54000091552734,118.58000183105469,122.33999633789062,1897900
2024-05-15,118.80000305175781,119.95999908447266,118.27999877929688,119.5199966430664,1936400
2024-05-16,121.30000305175781,123.16999816894531,119.5,119.80999755859375,2135100
2024-05-17,117.30999755859375,120.88999938964844,117.1500015258789,120.80000305175781,2360000
2024-05-20,113.4800033569336,117.29000091552734,113.30999755859375,117.19999694824219,2912300
2024-05-21,114.69999694824219,116.37000274658203,114.0199966430664,115.2300033569336,2401000
2024-05-22,113.7699966430664,115.58999633789062,112.5999984741211,113.2300033569336,2106700
2024-05-23,114.5999984741211,114.69999694824219,112.62000274658203,113.55000305175781,2968900
2024-05-24,115.37000274658203,116.54000091552734,114.45999908447266,115.4000015258789,1628600
2024-05-28,113.0199966430664,116.2300033569336,112.86000061035156,114.70999908447266,2110800
2024-05-29,113.83000183105469,114.7300033569336,112.3499984741211,112.3499984741211,2230200
2024-05-30,114.79000091552734,117.69999694824219,113.91000366210938,115.12999725341797,3252200
2024-05-31,117.94999694824219,118.37000274658203,114.23999786376953,114.30999755859375,2844700
2024-06-03,120.9800033569336,121.19000244140625,117.5999984741211,117.81999969482422,3673500
2024-06-04,120.30000305175781,121.88999938964844,120.16000366210938,121.08999633789062,3516100
2024-06-05,114.37999725341797,121.91999816894531,112.55000305175781,118.0,8740700
2024-06-06,112.37000274658203,115.87000274658203,111.47000122070312,113.37000274658203,4534800
2024-06-07,111.29000091552734,112.70999908447266,110.72000122070312,112.19999694824219,2337800
2024-06-10,110.19000244140625,111.95999908447266,109.55000305175781,111.27999877929688,2780700
2024-06-11,109.63999938964844,111.33000183105469,109.5,110.05999755859375,2115700
2024-06-12,108.87000274658203,111.44000244140625,108.54000091552734,110.0999984741211,3640800
2024-06-13,106.52999877929688,108.56999969482422,105.93000030517578,108.56999969482422,2676400
2024-06-14,106.02999877929688,106.87000274658203,104.5999984741211,106.47000122070312,1918800
2024-06-17,108.6500015258789,109.19000244140625,105.0199966430664,105.69000244140625,2491200
2024-06-18,107.23999786376953,108.94000244140625,106.0999984741211,108.8499984741211,1935600
2024-06-20,107.58000183105469,108.2699966430664,105.80999755859375,106.58999633789062,2671700
2024-06-21,106.87000274658203,108.66999816894531,106.23999786376953,108.01000213623047,5232000
2024-06-24,107.3499984741211,108.45999908447266,106.01000213623047,107.0,4359300
2024-06-25,105.41000366210938,106.88999938964844,104.93000030517578,106.88999938964844,2367100
2024-06-26,103.43000030517578,105.63999938964844,101.8499984741211,105.12999725341797,5643700
2024-06-27,105.20999908447266,106.27999877929688,103.04000091552734,103.44999694824219,7071100
2024-06-28,106.7699966430664,107.31999969482422,104.25,105.04000091552734,3212600
2024-07-01,107.25,109.36000061035156,106.26000213623047,106.87000274658203,2730200
2024-07-02,107.11000061035156,107.55000305175781,106.41999816894531,107.01000213623047,1953700
2024-07-03,105.94999694824219,107.66000366210938,105.37000274658203,106.8499984741211,971200
2024-07-05,106.68000030517578,106.9000015258789,105.52999877929688,106.02999877929688,1117500
2024-07-08,106.72000122070312,107.80999755859375,106.0,107.0,1437100
2024-07-09,104.02999877929688,106.41000366210938,103.9000015258789,106.41000366210938,2320700
2024-07-10,102.4800033569336,104.70999908447266,101.83000183105469,104.43000030517578,3464200
2024-07-11,106.7300033569336,107.54000091552734,102.75,102.86000061035156,2677900
2024-07-12,107.36000061035156,108.73999786376953,106.58999633789062,107.08000183105469,1852500
2024-07-15,103.83000183105469,106.95999908447266,103.51000213623047,106.83999633789062,2820900
2024-07-16,104.81999969482422,105.45999908447266,102.55999755859375,102.94000244140625,2913500
2024-07-17,105.33999633789062,105.5,102.38999938964844,102.94999694824219,2945900
2024-07-18,106.66999816894531,108.93000030517578,105.98999786376953,107.88999938964844,4349600
2024-07-19,106.55999755859375,107.52999877929688,105.30999755859375,106.70999908447266,2928000
2024-07-22,107.20999908447266,108.56999969482422,106.31999969482422,107.08999633789062,2279300
2024-07-23,107.01000213623047,108.1500015258789,106.22000122070312,106.55999755859375,2358400
2024-07-24,103.69000244140625,107.31999969482422,103.33000183105469,107.0,2999000
2024-07-25,102.62999725341797,106.13999938964844,102.4000015258789,104.19000244140625,2330900
2024-07-26,103.93000030517578,104.23999786376953,102.62999725341797,102.8499984741211,1878000
2024-07-29,103.73999786376953,104.4800033569336,102.5,103.73999786376953,1841500
2024-07-30,105.33000183105469,105.43000030517578,103.08999633789062,103.52999877929688,2849500
2024-07-31,104.33999633789062,106.25,104.23999786376953,105.0,2174900
2024-08-01,99.75,104.52999877929688,99.66999816894531,104.23999786376953,2820500
2024-08-02,99.52999877929688,101.45999908447266,98.26000213623047,101.12000274658203,3532200
2024-08-05,96.5,99.3499984741211,95.44000244140625,98.93000030517578,3474800
2024-08-06,96.58000183105469,98.30999755859375,96.16000366210938,96.37999725341797,2004400
2024-08-07,95.02999877929688,98.95999908447266,94.93000030517578,97.2699966430664,1413700
2024-08-08,94.93000030517578,96.61000061035156,94.48999786376953,95.0,1477100
2024-08-09,95.05000305175781,95.69999694824219,94.29000091552734,94.5999984741211,1886500
2024-08-12,93.9000015258789,95.22000122070312,92.27999877929688,95.05999755859375,2217600
2024-08-13,92.44999694824219,94.05999755859375,91.4000015258789,93.5999984741211,2685900
2024-08-14,92.37000274658203,93.19000244140625,91.62999725341797,92.9800033569336,2312200
2024-08-15,97.19000244140625,100.66000366210938,95.41999816894531,97.36000061035156,3514000
2024-08-16,98.77999877929688,98.94999694824219,96.08000183105469,96.73999786376953,1901400
2024-08-19,100.51000213623047,101.16999816894531,99.06999969482422,99.06999969482422,2305600
2024-08-20,99.19000244140625,100.54000091552734,98.79000091552734,99.69999694824219,1279100
2024-08-21,99.9800033569336,104.16999816894531,98.98999786376953,103.5,2988300
2024-08-22,97.95999908447266,100.0999984741211,97.7699966430664,100.0999984741211,1637700
2024-08-23,97.0,98.5999984741211,96.94000244140625,98.31999969482422,2164000
2024-08-26,96.55000305175781,98.2300033569336,96.12999725341797,98.01000213623047,2170200
2024-08-27,95.4000015258789,96.91999816894531,95.01000213623047,96.37999725341797,3161500
2024-08-28,94.45999908447266,96.16000366210938,94.19999694824219,95.22000122070312,2656000
2024-08-29,84.79000091552734,88.94999694824219,84.7699966430664,86.06999969482422,6501700
2024-08-30,84.48999786376953,85.4000015258789,83.72000122070312,85.01000213623047,5093500
2024-09-03,81.6500015258789,85.22000122070312,81.55000305175781,84.48999786376953,6972800
2024-09-04,63.560001373291016,73.5,60.81999969482422,72.79000091552734,30925200
2024-09-05,68.47000122070312,68.62999725341797,62.150001525878906,63.09000015258789,20774900
2024-09-06,66.5,69.12999725341797,65.72000122070312,68.2699966430664,7538300
2024-09-09,67.41999816894531,68.63999938964844,65.52999877929688,66.20999908447266,6447500
2024-09-10,65.38999938964844,68.01000213623047,64.37999725341797,67.22000122070312,5944600
2024-09-11,66.58000183105469,67.37000274658203,64.9800033569336,65.5,5143400
2024-09-12,67.88999938964844,70.04000091552734,66.4800033569336,66.4800033569336,4672600
2024-09-13,69.69999694824219,70.79000091552734,68.73999786376953,69.33000183105469,5029100
2024-09-16,71.91000366210938,72.08999633789062,69.62999725341797,69.87000274658203,4904500
2024-09-17,73.5,73.58999633789062,71.5,72.44999694824219,4211000
2024-09-18,75.66999816894531,76.5999984741211,73.22000122070312,73.33999633789062,4598800
2024-09-19,73.87999725341797,76.9800033569336,73.6500015258789,76.95999908447266,4470400
2024-09-20,71.7300033569336,73.69999694824219,71.0,73.69000244140625,7963300
2024-09-23,71.76000213623047,73.4000015258789,70.79000091552734,71.16999816894531,4143000
2024-09-24,71.29000091552734,71.95999908447266,70.87999725341797,71.95999908447266,3850100
2024-09-25,70.55000305175781,71.5999984741211,69.9800033569336,71.43000030517578,3268700
2024-09-26,72.87999725341797,73.30000305175781,71.0,71.11000061035156,3574700
2024-09-27,73.12000274658203,74.86000061035156,72.86000061035156,72.98999786376953,3699400
2024-09-30,70.31999969482422,73.05999755859375,69.8499984741211,72.77999877929688,4112100
2024-10-01,70.44000244140625,71.31999969482422,68.31999969482422,70.36000061035156,3035500
2024-10-02,69.48999786376953,70.44000244140625,69.30000305175781,70.12999725341797,2255200
2024-10-03,69.08000183105469,69.52999877929688,68.31999969482422,69.52999877929688,2381500
2024-10-04,70.9000015258789,71.62000274658203,69.79000091552734,70.22000122070312,3408500
2024-10-07,69.45999908447266,71.45999908447266,68.94000244140625,71.44999694824219,2694800
2024-10-08,69.4800033569336,70.58999633789062,68.79000091552734,69.3499984741211,2464700
2024-10-09,69.62999725341797,69.76000213623047,68.75,69.3499984741211,2255600
2024-10-10,69.36000061035156,69.72000122070312,68.63999938964844,69.37000274658203,2690700
2024-10-11,68.94000244140625,70.08000183105469,68.77999877929688,69.47000122070312,2519600
2024-10-14,66.80000305175781,68.76000213623047,66.76000213623047,68.7300033569336,3515800
2024-10-15,67.7300033569336,68.79000091552734,66.25,66.76000213623047,2827800
2024-10-16,68.0199966430664,69.16999816894531,67.38999938964844,67.91999816894531,2541300
2024-10-17,67.86000061035156,68.44000244140625,66.95999908447266,68.05000305175781,3306800
2024-10-18,68.19999694824219,69.05999755859375,67.30999755859375,67.91000366210938,3448100
2024-10-21,67.30999755859375,68.62000274658203,66.93000030517578,68.02999877929688,3254400
2024-10-22,66.94000244140625,67.16999816894531,65.05000305175781,67.11000061035156,4171600
2024-10-23,66.12999725341797,66.98999786376953,65.6500015258789,66.98999786376953,3468000
2024-10-24,66.94999694824219,67.0,65.97000122070312,66.51000213623047,2384500
2024-10-25,66.44999694824219,68.0999984741211,66.12000274658203,67.55999755859375,2262400
2024-10-28,66.26000213623047,67.12000274658203,65.76000213623047,66.5,2799800
2024-10-29,64.5,66.30000305175781,64.45999908447266,65.62000274658203,4538700
2024-10-30,63.310001373291016,65.27999877929688,63.25,64.31999969482422,4656600
2024-10-31,64.63999938964844,65.13999938964844,62.79999923706055,63.599998474121094,6000200
2024-11-01,66.5999984741211,66.7300033569336,63.560001373291016,64.76000213623047,4638400
2024-11-04,66.80999755859375,70.37000274658203,66.69999694824219,67.02999877929688,7128200
2024-11-05,66.7699966430664,67.52999877929688,65.62999725341797,67.22000122070312,6030600
2024-11-06,62.40999984741211,64.48999786376953,60.52000045776367,64.13999938964844,9838900
2024-11-07,63.540000915527344,64.1500015258789,62.34000015258789,62.52000045776367,5790200
2024-11-08,61.40999984741211,63.81999969482422,60.86000061035156,63.0,5127800
2024-11-11,61.209999084472656,62.939998626708984,60.88999938964844,61.20000076293945,4318600
2024-11-12,62.27000045776367,62.369998931884766,60.4900016784668,61.16999816894531,3559700
2024-11-13,65.1500015258789,65.20999908447266,61.849998474121094,62.43000030517578,4844800
2024-11-14,65.66999816894531,66.58999633789062,64.19999694824219,65.22000122070312,3831800
2024-11-15,64.19999694824219,66.38999938964844,64.0999984741211,66.12000274658203,19883700
2024-11-18,66.52999877929688,68.4800033569336,64.37999725341797,64.62999725341797,5000100
2024-11-19,64.87000274658203,67.23999786376953,64.72000122070312,66.52999877929688,3520500
2024-11-20,63.18000030517578,64.25,61.70000076293945,64.0199966430664,6029700
2024-11-21,65.76000213623047,65.87000274658203,62.869998931884766,63.38999938964844,4060300
2024-11-22,66.4000015258789,67.38999938964844,65.76000213623047,65.80000305175781,3013300
2024-11-25,69.77999877929688,70.9000015258789,67.16000366210938,67.16000366210938,4374700
2024-11-26,69.12000274658203,69.38999938964844,67.79000091552734,69.05000305175781,3182200
2024-11-27,71.5,71.86000061035156,69.75,69.9800033569336,3148200
2024-11-29,71.2699966430664,72.27999877929688,70.48999786376953,71.81999969482422,2164200
2024-12-02,72.80999755859375,73.76000213623047,70.80000305175781,71.77999877929688,4893800
2024-12-03,72.4800033569336,73.56999969482422,71.52999877929688,72.12999725341797,6081000
2024-12-04,73.83000183105469,76.47000122070312,72.19999694824219,76.0199966430664,9219000
2024-12-05,72.55999755859375,76.76000213623047,71.33000183105469,75.27999877929688,5203400
2024-12-06,71.87000274658203,74.87000274658203,71.63999938964844,73.76000213623047,3912700
2024-12-09,71.5999984741211,73.86000061035156,71.1500015258789,72.94000244140625,2795300
2024-12-10,72.80000305175781,73.69000244140625,69.91999816894531,72.0,2825700
2024-12-11,71.62999725341797,74.55999755859375,71.5,72.62999725341797,3242300
2024-12-12,70.83000183105469,72.41000366210938,70.33000183105469,71.79000091552734,2448100
2024-12-13,70.08999633789062,70.80000305175781,69.12000274658203,70.62000274658203,2640700
2024-12-16,70.02999877929688,70.94000244140625,69.37999725341797,70.01000213623047,2530500
2024-12-17,70.11000061035156,70.45999908447266,69.30999755859375,69.66000366210938,2046400
2024-12-18,69.2699966430664,71.38999938964844,69.23999786376953,70.11000061035156,2631800
2024-12-19,69.05999755859375,70.0,68.16999816894531,69.47000122070312,3082300
2024-12-20,72.94000244140625,73.01000213623047,68.68000030517578,69.11000061035156,7044700
2024-12-23,73.7300033569336,73.9800033569336,71.83000183105469,72.7300033569336,2849900
2024-12-24,73.37999725341797,74.01000213623047,72.87000274658203,73.88999938964844,1120500
2024-12-26,76.19000244140625,76.30000305175781,73.11000061035156,73.75,2677400
2024-12-27,75.98999786376953,76.41999816894531,75.4800033569336,76.20999908447266,2137500
2024-12-30,74.7699966430664,76.73999786376953,74.66000366210938,75.5,3129200
2024-12-31,74.94000244140625,75.5,73.58000183105469,74.37999725341797,1893600
2025-01-02,76.47000122070312,78.3499984741211,75.48999786376953,75.62999725341797,3259300
2025-01-03,73.36000061035156,77.54000091552734,72.44999694824219,76.98999786376953,4557800
2025-01-06,76.61000061035156,77.33000183105469,74.26000213623047,74.44000244140625,2879400
2025-01-07,75.01000213623047,78.38999938964844,74.79000091552734,77.0,2162400
2025-01-08,71.97000122070312,74.5199966430664,70.12000274658203,74.48999786376953,3367800
2025-01-10,72.9000015258789,73.93000030517578,70.75,70.91000366210938,2703800
2025-01-13,71.1500015258789,73.08999633789062,70.6500015258789,73.08999633789062,2051500
2025-01-14,70.16999816894531,71.83000183105469,68.87000274658203,70.94999694824219,2810100
2025-01-15,70.33999633789062,72.87999725341797,70.26000213623047,71.5,1816100
2025-01-16,71.08000183105469,71.55999755859375,67.63999938964844,70.16999816894531,2795900
2025-01-17,72.06999969482422,72.69999694824219,71.11000061035156,71.98999786376953,2257100
2025-01-21,73.76000213623047,75.54000091552734,72.5,72.5,3739500
2025-01-22,71.97000122070312,74.2300033569336,71.88999938964844,73.86000061035156,2965700
2025-01-23,71.13999938964844,71.87999725341797,70.33999633789062,71.5999984741211,1943500
2025-01-24,72.4800033569336,72.83000183105469,70.88999938964844,71.16000366210938,1904900
2025-01-27,74.94999694824219,75.19000244140625,73.16999816894531,73.37000274658203,3156500
2025-01-28,74.94999694824219,75.06999969482422,73.0,74.43000030517578,2508500
2025-01-29,74.19999694824219,75.48999786376953,73.6500015258789,74.86000061035156,3297900
2025-01-30,74.5,75.61000061035156,74.0,74.36000061035156,2025700
2025-01-31,73.3499984741211,75.62000274658203,72.83999633789062,74.62999725341797,2668200
2025-02-03,71.62999725341797,73.02999877929688,67.95999908447266,71.05999755859375,5208300
2025-02-04,74.30999755859375,74.36000061035156,71.5,72.30000305175781,2310600
2025-02-05,74.2300033569336,76.4800033569336,73.6500015258789,75.25,2591300
2025-02-06,74.5199966430664,75.83000183105469,73.80999755859375,74.83000183105469,1823000
2025-02-07,72.66000366210938,74.70999908447266,72.33000183105469,74.51000213623047,1911700
2025-02-10,73.86000061035156,74.75,71.76000213623047,72.88999938964844,1777000
2025-02-11,72.23999786376953,73.47000122070312,71.9000015258789,73.47000122070312,1912200
2025-02-12,71.73999786376953,72.0,70.2300033569336,71.55000305175781,1826700
2025-02-13,72.01000213623047,73.05999755859375,71.62999725341797,72.44999694824219,1513200
2025-02-14,71.55999755859375,73.11000061035156,71.05999755859375,72.61000061035156,1515700
2025-02-18,74.5199966430664,75.52999877929688,71.3499984741211,71.63999938964844,4620500
2025-02-19,75.62000274658203,75.70999908447266,74.05999755859375,74.19999694824219,2636000
2025-02-20,76.29000091552734,79.80000305175781,70.87999725341797,75.0999984741211,9504100
2025-02-21,74.95999908447266,76.56999969482422,73.30000305175781,76.29000091552734,3902700
2025-02-24,74.94999694824219,75.38719940185547,73.06009674072266,74.95999908447266,780203
